viability,viability.1,viability.2,viability.3,viability.4,viability.5,viability.6,viability.7,viability.8,viability.9,viability.10,viability.11,viability.12,viability.13,viability.14,viability.15,viability.16,viability.17,viability.18,viability.19,viability.20,viability.21,viability.22,viability.23,viability.24,viability.25,viability.26,viability.27,viability.28,viability.29,viability.30,viability.31,viability.32,viability.33,viability.34,viability.35,viability.36,viability.37,viability.38,viability.39,viability.40,viability.41,viability.42,viability.43,viability.44,viability.45,viability.46,viability.47,viability.48,viability.49,viability.50,viability.51,viability.52,viability.53,viability.54,viability.55,viability.56,viability.57,viability.58,viability
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
40.458015267175576,34.07407407407408,40.0,36.09022556390977,43.08943089430895,38.70967741935484,37.79527559055118,36.95652173913043,42.64705882352941,40.458015267175576,42.76315789473684,41.73913043478261,38.84892086330935,39.39393939393939,41.221374045801525,40.78947368421053,42.36111111111111,44.354838709677416,47.32824427480916,39.2,45.588235294117645,38.75968992248063,44.696969696969695,40.689655172413794,32.63888888888889,38.25503355704698,38.853503184713375,46.7948717948718,40.15151515151515,39.31623931623932,44.09448818897638,45.08196721311475,36.43410852713178,40.909090909090914,42.028985507246375,45.52238805970149,42.06896551724138,42.06896551724138,38.88888888888889,40.28776978417266,44.44444444444444,34.58646616541353,39.49579831932773,42.74193548387097,40.15748031496063,41.9753086419753,41.37931034482759,44.44444444444444,38.81578947368421,41.6,41.84397163120568,37.77777777777778,43.15068493150685,45.3125,41.21621621621622,46.043165467625904,43.333333333333336,47.44525547445255,39.72602739726028,38.63636363636363
42.06349206349206,36.15384615384615,44.354838709677416,36.75213675213676,42.10526315789473,42.22222222222222,43.58974358974359,49.63503649635037,39.823008849557525,44.79166666666667,40.87591240875913,45.11278195488722,41.08527131782946,38.732394366197184,36.60714285714285,45.0,47.10743801652893,40.0,35.374149659863946,43.44262295081967,43.22033898305085,36.53846153846153,38.21138211382114,40.81632653061224,40.98360655737705,39.285714285714285,43.66197183098591,42.391304347826086,39.62264150943396,43.51851851851852,47.82608695652174,43.925233644859816,45.689655172413794,43.58974358974359,50.943396226415096,42.42424242424242,40.36697247706422,43.11926605504588,45.73643410852713,38.84297520661157,46.84684684684685,37.903225806451616,42.3728813559322,38.18181818181819,46.56488549618321,38.88888888888889,42.241379310344826,45.45454545454545,40.67796610169492,42.10526315789473,42.96875,34.645669291338585,45.535714285714285,45.54455445544555,43.18181818181818,40.47619047619048,40.74074074074074,43.39622641509434,40.32258064516129,39.6551724137931
41.75824175824176,33.02752293577982,43.333333333333336,45.54455445544555,39.09090909090909,35.92233009708738,42.14876033057851,40.67796610169492,37.62376237623762,38.655462184873954,49.41176470588236,42.05607476635514,39.2,43.36283185840708,42.4,46.601941747572816,47.008547008547005,42.30769230769231,43.13725490196079,41.48936170212766,45.52845528455284,44.03669724770643,42.74809160305343,40.0,39.130434782608695,43.43434343434344,38.46153846153847,39.6551724137931,38.70967741935484,38.70967741935484,36.75213675213676,42.70833333333333,41.48936170212766,49.51456310679612,37.60683760683761,50.427350427350426,48.11320754716981,50.0,45.535714285714285,47.61904761904761,44.21052631578947,41.50943396226416,45.09803921568628,45.535714285714285,45.19230769230769,39.25233644859813,39.62264150943396,39.39393939393939,39.6039603960396,42.2680412371134,47.70642201834863,47.16981132075472,44.66019417475729,48.69565217391305,39.21568627450981,51.75438596491229,45.91836734693878,50.56179775280899,46.39175257731959,39.175257731958766
42.5,36.0655737704918,40.78947368421053,51.19047619047619,42.5287356321839,41.333333333333336,44.0,43.13725490196079,52.63157894736842,41.86046511627907,44.57831325301205,32.87671232876712,47.22222222222222,36.55913978494624,41.7910447761194,41.11111111111111,42.85714285714285,48.0,36.90476190476191,39.58333333333333,41.9753086419753,42.69662921348314,46.83544303797469,44.18604651162791,42.42424242424242,44.18604651162791,42.68292682926829,46.66666666666666,40.47619047619048,39.56043956043956,43.95604395604396,47.11538461538461,40.86021505376344,48.31460674157304,37.5,47.61904761904761,42.71844660194174,38.70967741935484,40.909090909090914,42.22222222222222,39.175257731958766,36.58536585365854,39.0,43.29896907216495,42.66666666666667,36.63366336633664,40.21739130434783,39.53488372093023,45.67901234567901,30.136986301369863,47.12643678160919,40.625,40.0,41.46341463414634,46.51162790697674,40.0,37.34939759036144,46.875,46.83544303797469,42.85714285714285
45.07042253521127,49.41176470588236,37.83783783783784,39.08045977011494,41.0958904109589,42.85714285714285,36.98630136986301,46.15384615384615,45.34883720930232,38.15789473684211,41.46341463414634,44.82758620689656,48.71794871794872,41.333333333333336,46.80851063829788,48.75,36.66666666666666,51.89873417721519,39.02439024390244,52.05479452054794,50.72463768115942,41.333333333333336,43.03797468354431,37.17948717948718,41.55844155844156,38.46153846153847,42.5287356321839,43.66197183098591,42.85714285714285,38.2716049382716,39.285714285714285,36.0655737704918,44.15584415584416,39.75903614457831,44.9438202247191,47.368421052631575,42.64705882352941,42.64705882352941,42.5287356321839,41.02564102564102,49.46236559139785,42.68292682926829,35.1063829787234,36.25,40.27777777777778,38.095238095238095,42.30769230769231,47.2972972972973,46.3768115942029,45.83333333333333,43.03797468354431,39.53488372093023,39.285714285714285,40.78947368421053,50.72463768115942,47.69230769230769,42.04545454545455,41.9753086419753,45.588235294117645,36.25
47.2972972972973,53.84615384615385,39.72602739726028,41.333333333333336,36.47058823529412,55.932203389830505,42.10526315789473,41.333333333333336,42.70833333333333,38.0281690140845,46.25,44.70588235294118,46.478873239436616,43.28358208955223,38.82352941176471,40.22988505747127,43.75,43.83561643835616,43.24324324324324,31.746031746031743,43.24324324324324,46.913580246913575,45.588235294117645,40.50632911392405,45.71428571428572,41.17647058823529,50.0,46.66666666666666,43.66197183098591,41.42857142857143,52.4390243902439,46.15384615384615,39.70588235294117,36.507936507936506,42.10526315789473,46.66666666666666,39.436619718309856,37.66233766233766,47.05882352941176,44.927536231884055,44.5945945945946,44.5945945945946,42.465753424657535,50.0,43.28358208955223,49.29577464788733,47.61904761904761,39.72602739726028,43.42105263157895,32.35294117647059,39.74358974358975,42.35294117647059,44.44444444444444,40.0,40.57971014492754,45.67901234567901,44.87179487179488,41.81818181818181,41.17647058823529,43.90243902439025
34.32835820895522,38.80597014925373,38.82352941176471,46.66666666666666,35.483870967741936,51.66666666666667,45.45454545454545,46.3768115942029,45.16129032258064,61.76470588235294,43.93939393939394,51.31578947368421,47.22222222222222,39.0625,44.82758620689656,55.072463768115945,45.90163934426229,39.70588235294117,48.57142857142857,42.85714285714285,42.10526315789473,45.45454545454545,45.45454545454545,38.095238095238095,42.30769230769231,41.17647058823529,50.0,54.41176470588235,43.83561643835616,47.14285714285714,43.103448275862064,41.0958904109589,32.857142857142854,35.9375,45.1219512195122,30.18867924528302,42.64705882352941,45.0,47.16981132075472,47.540983606557376,40.909090909090914,45.45454545454545,57.49999999999999,49.39759036144578,48.0,37.17948717948718,41.7910447761194,39.72602739726028,40.65934065934066,42.028985507246375,41.66666666666667,49.39759036144578,42.85714285714285,44.927536231884055,38.80597014925373,37.83783783783784,47.69230769230769,51.72413793103448,38.46153846153847,39.72602739726028
44.61538461538462,41.935483870967744,44.285714285714285,43.103448275862064,45.3125,44.44444444444444,45.71428571428572,29.411764705882355,48.38709677419355,53.333333333333336,40.32258064516129,39.18918918918919,50.79365079365079,55.73770491803278,42.3728813559322,39.34426229508197,46.55172413793103,46.55172413793103,43.75,46.80851063829788,43.13725490196079,34.61538461538461,38.80597014925373,42.85714285714285,36.76470588235294,61.11111111111112,48.333333333333336,42.10526315789473,41.26984126984127,43.333333333333336,46.66666666666666,38.88888888888889,49.39759036144578,46.3768115942029,43.103448275862064,45.76271186440678,44.61538461538462,38.88888888888889,43.75,45.3125,46.3768115942029,45.76271186440678,40.38461538461539,40.625,39.18918918918919,37.9746835443038,43.93939393939394,48.52941176470589,51.5625,41.17647058823529,42.66666666666667,55.38461538461539,41.935483870967744,40.78947368421053,48.38709677419355,41.81818181818181,46.03174603174603,47.69230769230769,43.333333333333336,42.64705882352941
47.540983606557376,29.545454545454547,46.80851063829788,32.0,51.11111111111111,25.58139534883721,42.85714285714285,38.095238095238095,40.38461538461539,38.0,42.3728813559322,44.06779661016949,44.18604651162791,44.44444444444444,44.776119402985074,56.00000000000001,41.66666666666667,48.837209302325576,53.191489361702125,52.63157894736842,46.93877551020408,38.333333333333336,43.75,42.1875,49.15254237288136,57.14285714285714,46.774193548387096,43.90243902439025,37.77777777777778,44.0,39.130434782608695,44.0,43.18181818181818,43.39622641509434,40.42553191489361,45.76271186440678,45.28301886792453,41.46341463414634,47.16981132075472,51.78571428571429,48.71794871794872,41.30434782608695,41.17647058823529,39.02439024390244,44.18604651162791,40.38461538461539,47.368421052631575,41.66666666666667,46.2962962962963,44.26229508196721,47.82608695652174,39.62264150943396,43.333333333333336,40.38461538461539,45.83333333333333,37.735849056603776,42.22222222222222,42.30769230769231,44.0,46.51162790697674
